n	mean	stddev	min	max
2	2.44433e-06	6.28382e-07	2e-06	3.333e-06
4	2e-06	0	2e-06	2e-06
8	2.667e-06	0	2.667e-06	2.667e-06
16	5.77767e-06	6.28147e-07	5.333e-06	6.666e-06
32	2.24443e-05	1.59498e-05	1.1e-05	4.5e-05
64	2e-05	7.1998e-07	1.9334e-05	2.1e-05
128	4.1111e-05	1.4991e-06	3.9333e-05	4.3e-05
256	8.3e-05	3.53816e-06	8.0333e-05	8.8e-05
512	0.000186667	1.27624e-05	0.000172334	0.000203333
1024	0.000360888	2.28259e-06	0.000357666	0.000362666
2048	0.000777333	2.20151e-05	0.000759333	0.000808333
4096	0.00161167	1.16844e-05	0.00159633	0.00162467
8192	0.005325	0.000364104	0.00488467	0.00577633
16384	0.00877044	0.000905033	0.00749567	0.009507
32768	0.0178717	0.00070748	0.017103	0.0188107
65536	0.0335338	0.000231841	0.0333043	0.0338513
131072	0.0892333	0.011877	0.0773563	0.10111
