n	mean	stddev	min	max
1024	9.9889e-05	1.56978e-07	9.9667e-05	0.0001
2048	0.000197445	1.57214e-07	0.000197333	0.000197667
4096	0.000404	1.50876e-05	0.000393	0.000425334
8192	0.000791222	8.31093e-07	0.000790334	0.000792333
16384	0.00161178	1.49868e-06	0.00161	0.00161367
32768	0.00324511	1.02281e-05	0.00323467	0.003259
65536	0.006496	1.13169e-05	0.006481	0.00650833
131072	0.0145164	0.00117217	0.0131737	0.0160297
262144	0.0268739	0.000403876	0.026516	0.0274383
524288	0.0548141	0.000965342	0.053502	0.0557967
1048576	0.10985	0	0.10985	0.10985
