n	mean	stddev	min	max
2	0.17105	0.0155402	0.158345	0.192933
4	0.165548	0.0173302	0.148527	0.18933
8	0.18063	0.0140207	0.165243	0.199154
16	0.168816	0.00707317	0.159778	0.177047
32	0.177844	0.00553765	0.170058	0.182467
64	0.171544	0.0288594	0.149622	0.212319
128	0.1666	0.0126106	0.153051	0.183417
256	0.181115	0.0162625	0.162947	0.202412
512	0.176212	0.00872246	0.164341	0.18505
1024	0.171659	0.0190682	0.151698	0.197342
2048	0.180948	0.0153878	0.159194	0.192331
4096	0.202034	0.0317216	0.157174	0.22464
8192	0.175713	0.00603226	0.167227	0.18071
16384	0.184641	0.010046	0.170717	0.194048
32768	0.189358	0.00555474	0.181574	0.194163
65536	0.197201	0.0242032	0.171587	0.229671
131072	0.231606	0.00532496	0.224277	0.23677
262144	0.262989	0.00446053	0.256682	0.266256
524288	0.300161	0.0100411	0.285979	0.30788
1048576	0.306548	0.00266244	0.302993	0.3094
2097152	0.286986	0.00557828	0.280889	0.29437
4194304	0.29182	0.00692103	0.282375	0.298766
