n	mean	stddev	min	max
1024	1.05557e-05	2.07911e-06	8.333e-06	1.3334e-05
2048	1.59997e-05	5.44195e-07	1.5333e-05	1.6666e-05
4096	2.9e-05	9.4328e-07	2.8333e-05	3.0334e-05
8192	5.60003e-05	9.81231e-07	5.4667e-05	5.7e-05
16384	0.000109111	1.57166e-06	0.000108	0.000111334
32768	0.000214555	1.72864e-06	0.000213333	0.000217
65536	0.000428556	5.28698e-06	0.000423	0.000435667
131072	0.000899222	3.30908e-05	0.000874666	0.000946
262144	0.00196333	0.000266328	0.00171733	0.00233333
524288	0.00349222	7.77084e-05	0.00341533	0.00359867
1048576	0.00791144	0.000157893	0.00770067	0.00808067
2097152	0.014465	0.00106644	0.0136913	0.015973
4194304	0.0283882	0.00077866	0.0276863	0.029474
8388608	0.0560794	0.00107398	0.054733	0.0573613
16777216	0.110084	0	0.110084	0.110084
