n	mean	stddev	min	max
2	0.6278	0.00458131	0.621327	0.631273
4	0.642045	0.0194269	0.623129	0.668758
8	0.643163	0.018392	0.621612	0.666551
16	0.633711	0.00859424	0.627328	0.64586
32	0.638023	0.0145473	0.626995	0.658578
64	0.642968	0.0273274	0.60946	0.676398
128	0.63108	0.00970137	0.619116	0.642877
256	0.644069	0.0109845	0.629722	0.656402
512	0.656997	0.0147548	0.636957	0.672053
1024	0.668973	0.0108232	0.653677	0.677107
2048	0.644721	0.0181758	0.627569	0.669877
4096	0.645963	0.013216	0.632513	0.663927
8192	0.671608	0.0233248	0.639057	0.69251
16384	0.657285	0.0168534	0.633666	0.671863
32768	0.659613	0.024429	0.640512	0.694094
65536	0.651218	0.0165966	0.628808	0.668465
131072	0.647429	0.0128561	0.629351	0.658146
262144	0.669366	0.0194961	0.651746	0.696542
524288	0.626019	0.00569686	0.620254	0.633776
1048576	0.645628	0.0178639	0.621089	0.6631
2097152	0.64094	0.0230062	0.619843	0.672939
4194304	0.636256	0.0106061	0.621257	0.64383
