n	mean	stddev	min	max
2	0.0944762	0.00666509	0.0877817	0.10357
4	0.123106	0.00938251	0.113671	0.135903
8	0.146695	0.0110535	0.131111	0.155547
16	0.180789	0.0154021	0.160201	0.197243
32	0.201336	0.0128643	0.186351	0.217763
64	0.223125	0.0215645	0.199286	0.251516
128	0.242323	0.00899813	0.229632	0.249482
256	0.263559	0.00667698	0.254272	0.269682
512	0.289324	0.00657617	0.281595	0.297668
1024	0.314279	0.0124415	0.297127	0.326251
2048	0.321558	0.00998541	0.309809	0.334217
4096	0.371373	0.0104567	0.359114	0.384665
8192	0.405475	0.00297552	0.401667	0.40893
16384	0.451521	0.00228585	0.449001	0.454535
32768	0.496578	0.00632686	0.489244	0.504684
65536	0.515473	0.00479668	0.509428	0.521161
131072	0.569145	0.00743363	0.563328	0.579637
262144	0.615538	0.00681507	0.606125	0.622037
524288	0.669624	0.00446812	0.66609	0.675927
1048576	0.692771	0.00195299	0.690077	0.694645
2097152	0.712705	0.00357317	0.709299	0.71764
4194304	0.716809	0.00482625	0.713295	0.723633
