n	mean	stddev	min	max
2	2.22167e-06	7.85831e-07	1.666e-06	3.333e-06
4	1.667e-06	0	1.667e-06	1.667e-06
8	1.889e-06	1.56978e-07	1.667e-06	2e-06
16	9e-06	4.72214e-06	5.333e-06	1.5667e-05
32	1.10003e-05	1.65574e-06	9.667e-06	1.3334e-05
64	1.9111e-05	2.11407e-06	1.7e-05	2.2e-05
128	3.63333e-05	2.49399e-06	3.3667e-05	3.9666e-05
256	7.55557e-05	3.38084e-06	7.3e-05	8.0333e-05
512	0.000148111	9.35827e-06	0.000141	0.000161333
1024	0.000329889	1.32673e-05	0.000314667	0.000347
2048	0.000632111	1.22028e-05	0.000618334	0.000648
4096	0.00141767	1.79216e-05	0.00139233	0.001431
8192	0.00305656	2.32818e-05	0.00303167	0.00308767
16384	0.00751067	0.000604289	0.007039	0.00836367
32768	0.0167391	0.00159785	0.0147263	0.018635
65536	0.0399313	0.00312633	0.0372597	0.044318
131072	0.091429	0.0162293	0.0701687	0.109548
