n	mean	stddev	min	max
2	1.667e-06	0	1.667e-06	1.667e-06
4	1.66667e-06	4.71405e-10	1.666e-06	1.667e-06
8	2.111e-06	1.56978e-07	2e-06	2.333e-06
16	2.889e-06	1.56978e-07	2.667e-06	3e-06
32	4.33333e-06	4.71405e-10	4.333e-06	4.334e-06
64	7.44467e-06	4.1568e-07	7e-06	8e-06
128	1.7111e-05	1.13336e-06	1.6e-05	1.8667e-05
256	3.66663e-05	1.24722e-06	3.5333e-05	3.8333e-05
512	0.000100222	1.52126e-05	8.8e-05	0.000121666
1024	0.000204889	4.15769e-07	0.000204333	0.000205333
2048	0.000486889	1.56978e-07	0.000486667	0.000487
4096	0.00106389	4.13063e-06	0.00105933	0.00106933
8192	0.00292922	7.06399e-05	0.00284867	0.00302067
16384	0.00596178	3.36388e-05	0.00591967	0.006002
32768	0.0145064	3.12293e-05	0.0144783	0.01455
65536	0.0375138	0.00283702	0.0335017	0.0395343
131072	0.0811001	0.00508022	0.0771317	0.088271
262144	0.220623	0	0.220623	0.220623
