n	mean	stddev	min	max
1	0.242229	0.0101891	0.230739	0.255505
2	0.117167	0.00542858	0.109737	0.122556
3	0.080537	0.00684366	0.074347	0.0900753
4	0.0686317	0.00941122	0.0564543	0.0793723
5	0.0886391	0.0112685	0.0737647	0.101029
6	0.0791238	0.00333364	0.0758287	0.0836913
7	0.0652482	0.000889698	0.06399	0.0658777
8	0.0600077	0.00468662	0.0565167	0.0666323
9	0.069854	0.00468795	0.063882	0.0753333
10	0.070076	0.0028788	0.0670433	0.0739447
11	0.0648294	0.00145128	0.0632033	0.066727
12	0.0575936	0.00124367	0.0566547	0.059351
13	0.0686057	0.00431475	0.0645157	0.0745723
14	0.0665541	0.00309993	0.0639717	0.0709133
15	0.060624	0.000207574	0.0603463	0.0608453
16	0.0618452	0.000389631	0.0612983	0.062177
17	0.0661098	0.00566283	0.0581563	0.070898
18	0.0609237	0.00394261	0.057947	0.066495
19	0.0626597	0.00479364	0.058611	0.069393
20	0.0658736	0.00615848	0.0579377	0.072949
21	0.0634609	0.0011196	0.0618883	0.064407
22	0.063589	0.0009937	0.0628007	0.0649907
23	0.0622507	0.00184666	0.0596403	0.0636253
24	0.0651358	0.00550504	0.0581143	0.071559
25	0.0653754	0.000976506	0.0640457	0.066363
26	0.0641356	0.0012704	0.0627143	0.065798
27	0.0654526	0.0038954	0.0613823	0.0707027
28	0.0605588	0.00226361	0.058861	0.063758
29	0.0662811	0.00114241	0.0646803	0.0672707
30	0.0634451	0.000328245	0.063041	0.063845
31	0.0591696	0.000874784	0.058255	0.0603483
32	0.0634324	0.00389331	0.0595137	0.0687413
