n	mean	stddev	min	max
2	0.0108959	0.000143359	0.0107218	0.0110729
4	0.0109025	2.56188e-05	0.0108791	0.0109382
8	0.0110145	0.000195857	0.0107603	0.0112369
16	0.0108066	0.000373597	0.0104675	0.011327
32	0.0117478	0.00074986	0.0111329	0.0128035
64	0.0108271	0.000235628	0.0105818	0.0111451
128	0.0106451	4.06117e-05	0.0105883	0.0106809
256	0.0109078	3.23305e-05	0.0108624	0.0109353
512	0.0109171	0.000115687	0.0107544	0.0110135
1024	0.0111444	0.000230095	0.0108246	0.0113566
2048	0.0114904	0.000168506	0.011309	0.011715
4096	0.0127464	0.00133846	0.0117127	0.0146365
8192	0.0130504	0.000135826	0.0129382	0.0132415
16384	0.0149327	0.000271087	0.0145614	0.0152012
32768	0.0185308	0.000241262	0.0182846	0.0188585
65536	0.0235176	0.0002384	0.0231914	0.0237544
131072	0.031363	0.000589433	0.0307347	0.0321516
262144	0.0438494	0.000519432	0.0433716	0.0445715
524288	0.058841	0.000762617	0.0583009	0.0599195
1048576	0.0673195	0.00027948	0.067106	0.0677143
2097152	0.0674063	0.000688578	0.0667024	0.068341
4194304	0.0683033	9.23416e-05	0.0681991	0.0684235
