n	mean	stddev	min	max
2	4.80667e-07	9.58656e-08	4.06e-07	6.16e-07
4	3.98667e-07	2.26912e-08	3.67e-07	4.19e-07
8	5.61e-07	3.10161e-08	5.32e-07	6.04e-07
16	8.35333e-07	1.62264e-07	6.91e-07	1.062e-06
32	1.28867e-06	2.54193e-07	1.076e-06	1.646e-06
64	1.818e-06	4.02751e-07	1.407e-06	2.365e-06
128	3.602e-06	8.74109e-07	2.652e-06	4.762e-06
256	7.83367e-06	1.59046e-06	6.112e-06	9.948e-06
512	1.77037e-05	2.02934e-06	1.5297e-05	2.0261e-05
1024	4.09827e-05	1.64966e-06	3.9209e-05	4.3182e-05
2048	9.04797e-05	2.98315e-06	8.8075e-05	9.4684e-05
4096	0.000193017	1.56702e-06	0.000190811	0.000194303
8192	0.000437356	4.66993e-06	0.000433828	0.000443955
16384	0.000918352	4.09181e-06	0.000913517	0.000923523
32768	0.00195543	1.88764e-05	0.00193116	0.0019772
65536	0.00401784	5.23062e-05	0.00396039	0.00408692
131072	0.00862734	4.25044e-05	0.0085949	0.00868738
262144	0.0185701	0.000145435	0.0183697	0.0187105
524288	0.0386511	9.35931e-05	0.0385277	0.0387543
1048576	0.0805442	0.000138062	0.0803506	0.0806632
2097152	0.172053	0	0.172053	0.172053
