n	mean	stddev	min	max
1	0.0317536	0.00109618	0.0305535	0.0338016
2	0.0171439	0.00094878	0.0162354	0.0188229
3	0.0122544	0.00109658	0.0114652	0.0143705
4	0.00988297	0.00132159	0.00848311	0.0123295
5	0.011682	0.000561078	0.0106011	0.0121939
6	0.0111863	0.000820491	0.0101071	0.0124695
7	0.0134289	0.00157345	0.0113442	0.0159093
8	0.0101216	0.000221346	0.00983902	0.0104093
9	0.0105585	0.000664912	0.00968106	0.0115534
10	0.00979697	0.000434337	0.00929831	0.0103977
11	0.0107533	0.000885726	0.00948941	0.012222
12	0.010045	0.000804805	0.00901641	0.0114868
13	0.0098897	0.00126496	0.00875961	0.0121811
14	0.00953598	0.000285619	0.00931966	0.0100933
15	0.0101368	0.00183765	0.00897588	0.0137996
16	0.0113299	0.00298197	0.00836595	0.0149775
17	0.010849	0.00109009	0.00964297	0.0124964
18	0.0102588	0.00058522	0.00972254	0.0112584
19	0.0105219	0.00161852	0.00897458	0.0136266
20	0.0114816	0.00174079	0.00992822	0.014519
21	0.00978845	0.00117171	0.0088565	0.0120702
22	0.00984879	0.000863895	0.00910573	0.0114738
23	0.00961393	0.000631395	0.00872041	0.010357
24	0.0116193	0.000990702	0.0101196	0.013131
25	0.00955242	0.000546901	0.00901815	0.0105181
26	0.0101768	0.000905497	0.00878122	0.0115942
27	0.00948847	0.000363004	0.00915345	0.0100679
28	0.0134458	0.00135767	0.0112084	0.014763
29	0.0106698	0.000640516	0.00992468	0.011605
30	0.00947062	0.000693818	0.00865965	0.0105814
31	0.0103068	0.000874308	0.00939412	0.011691
32	0.00948072	0.000258158	0.00907939	0.00979304
