n	mean	stddev	min	max
1024	0.000340096	1.05216e-05	0.000332343	0.000354971
2048	0.00033285	1.49955e-05	0.000313239	0.000349645
4096	0.000322858	2.74217e-06	0.00031917	0.00032574
8192	0.000328912	5.02629e-06	0.000325124	0.000336015
16384	0.000364345	1.91934e-05	0.000337257	0.000379396
32768	0.000352622	5.69721e-06	0.000347879	0.000360634
65536	0.000397129	1.6807e-05	0.000374281	0.000414227
131072	0.000452569	1.60156e-05	0.000430854	0.000469002
262144	0.000606328	4.24685e-05	0.000565561	0.000664907
524288	0.000924589	0.000120539	0.000799327	0.00108735
1048576	0.00134744	4.51865e-05	0.0012839	0.00138512
2097152	0.00270326	0.000580647	0.00227281	0.00352409
4194304	0.00491556	0.000296807	0.00455965	0.00528623
8388608	0.00919334	0.000703838	0.0083534	0.0100759
16777216	0.016633	0.000355648	0.0161732	0.0170395
33554432	0.0329516	0.00146279	0.0318996	0.0350202
67108864	0.0639463	0.00066367	0.0633199	0.0648648
134217728	0.128007	0	0.128007	0.128007
