n	mean	stddev	min	max
2	0.0345033	0.00107207	0.0333048	0.0359067
4	0.0345661	0.000538434	0.0338047	0.0349544
8	0.0352622	0.00060406	0.0347082	0.0361023
16	0.0355878	0.000299969	0.0352384	0.0359709
32	0.0358007	0.000818678	0.0351015	0.0369495
64	0.0353236	0.000196415	0.0350521	0.0355101
128	0.0360845	0.000240643	0.0357574	0.0363293
256	0.0364913	0.000375896	0.0360012	0.0369147
512	0.0371094	0.000458903	0.0366862	0.0377471
1024	0.0368648	0.000576037	0.0360594	0.0373735
2048	0.0373941	0.000262345	0.0371569	0.0377597
4096	0.0380521	0.000783487	0.0374435	0.0391582
8192	0.0394111	0.000742765	0.0387136	0.0404401
16384	0.0413292	0.000480066	0.0408423	0.0419824
32768	0.0443551	0.000846209	0.0437167	0.0455509
65536	0.0499902	0.000386459	0.0497112	0.0505367
131072	0.0594439	6.7955e-05	0.0593479	0.0594965
262144	0.0763399	0.00133311	0.0752205	0.0782134
524288	0.0951394	0.000338787	0.0946848	0.0954978
1048576	0.11036	0	0.11036	0.11036
