n	mean	stddev	min	max
1024	1.85923e-05	4.86637e-06	1.1735e-05	2.2526e-05
2048	4.74597e-05	6.76875e-06	4.2631e-05	5.7032e-05
4096	4.7733e-05	7.91496e-08	4.7622e-05	4.7801e-05
8192	0.000109038	4.11924e-06	0.000103214	0.000112051
16384	0.000210756	3.7452e-06	0.000207889	0.000216046
32768	0.000419977	4.87245e-06	0.000415258	0.000426685
65536	0.000794821	1.15616e-05	0.000780019	0.000808237
131072	0.00152703	1.33928e-05	0.00150942	0.00154187
262144	0.00303847	2.16465e-05	0.00301181	0.00306483
524288	0.00616877	0.000138115	0.00600138	0.00633964
1048576	0.0122798	0.000142157	0.0120789	0.0123859
2097152	0.0249571	0.000383774	0.0246267	0.0254952
4194304	0.0493478	0.000607723	0.0488646	0.0502049
8388608	0.0983943	0.000763905	0.0973495	0.0991546
16777216	0.195637	0	0.195637	0.195637
