n	mean	stddev	min	max
1024	6.99333e-07	4.85821e-08	6.49e-07	7.65e-07
2048	1.226e-06	1.5748e-08	1.204e-06	1.24e-06
4096	2.168e-06	2.26421e-08	2.136e-06	2.185e-06
8192	4.16167e-06	2.18225e-08	4.131e-06	4.18e-06
16384	1.1366e-05	4.57009e-06	8.105e-06	1.7829e-05
32768	1.6649e-05	3.10591e-08	1.6612e-05	1.6688e-05
65536	3.20633e-05	3.47595e-08	3.2033e-05	3.2112e-05
131072	6.63713e-05	3.54591e-06	6.3857e-05	7.1386e-05
262144	0.000156801	1.41763e-05	0.000142839	0.000176242
524288	0.000279599	1.05007e-05	0.000266393	0.000292084
1048576	0.000559994	1.41409e-05	0.000548773	0.00057994
2097152	0.00107009	1.3602e-05	0.0010512	0.00108268
4194304	0.00229511	7.3155e-05	0.00220346	0.0023825
8388608	0.00452245	0.00017233	0.00427911	0.0046557
16777216	0.00884144	8.04909e-05	0.00873812	0.00893448
33554432	0.0170918	0.00017998	0.0168749	0.0173156
67108864	0.0340293	0.000258184	0.033778	0.0343843
134217728	0.0686194	0.000166403	0.0684162	0.0688238
268435456	0.135077	0	0.135077	0.135077
