n	mean	stddev	min	max
2	4.63667e-07	4.77237e-08	4.26e-07	5.31e-07
4	3.82e-07	1.5748e-08	3.68e-07	4.04e-07
8	6.56667e-07	9.22906e-08	5.29e-07	7.44e-07
16	9.01667e-07	2.18989e-07	7.34e-07	1.211e-06
32	1.2e-06	2.32234e-07	9.62e-07	1.515e-06
64	4.02433e-06	1.96741e-06	2.308e-06	6.779e-06
128	5.21333e-06	1.1486e-06	4.026e-06	6.767e-06
256	1.13627e-05	2.16705e-06	9.078e-06	1.4274e-05
512	2.47543e-05	2.6531e-06	2.1778e-05	2.8221e-05
1024	5.46143e-05	2.31841e-06	5.208e-05	5.7683e-05
2048	0.000117432	2.78109e-06	0.000114834	0.000121288
4096	0.000261304	1.69512e-05	0.000248886	0.000285271
8192	0.000534325	2.85635e-06	0.000532137	0.00053836
16384	0.00116518	2.08173e-05	0.00113649	0.00118525
32768	0.00246051	2.39036e-05	0.00242715	0.00248193
65536	0.00527283	1.78953e-05	0.00524803	0.00528962
131072	0.0113579	5.57429e-05	0.0112854	0.011421
262144	0.0241869	0.000110547	0.0240309	0.0242737
524288	0.0510002	0.00104158	0.0501647	0.0524686
1048576	0.106468	0	0.106468	0.106468
