n	mean	stddev	min	max
2	5.14333e-07	1.45199e-07	3.8e-07	7.16e-07
4	3.91333e-07	7.42309e-08	3.32e-07	4.96e-07
8	5.99667e-07	6.36989e-08	5.1e-07	6.52e-07
16	1.23067e-06	1.3257e-07	1.056e-06	1.377e-06
32	1.749e-06	3.16139e-07	1.439e-06	2.183e-06
64	2.937e-06	5.34274e-07	2.37e-06	3.653e-06
128	5.626e-06	1.17732e-06	4.359e-06	7.195e-06
256	1.20087e-05	1.70059e-06	1.0399e-05	1.4361e-05
512	2.58477e-05	1.95805e-06	2.434e-05	2.8613e-05
1024	5.6521e-05	1.82188e-06	5.5188e-05	5.9097e-05
2048	0.000121474	6.25348e-06	0.000116338	0.000130277
4096	0.000260552	7.11107e-06	0.000252725	0.000269934
8192	0.000559782	7.91676e-06	0.000548875	0.000567425
16384	0.00117832	2.00612e-05	0.00115779	0.00120554
32768	0.00249905	3.2522e-06	0.00249551	0.00250337
65536	0.0053763	0.000136378	0.0052648	0.00556834
131072	0.0113598	0.000155448	0.0112274	0.011578
262144	0.0238948	0.000175643	0.0237279	0.0241375
524288	0.0506772	2.37941e-05	0.0506582	0.0507108
1048576	0.106824	0	0.106824	0.106824
