n	mean	stddev	min	max
2	7.27e-07	1.1545e-07	5.66e-07	8.31e-07
4	7.83333e-07	2.4169e-07	5.74e-07	1.122e-06
8	9.17667e-07	8.67845e-08	8.01e-07	1.009e-06
16	1.28667e-06	1.46598e-07	1.097e-06	1.454e-06
32	1.667e-06	2.81273e-07	1.359e-06	2.039e-06
64	2.75567e-06	4.90159e-07	2.204e-06	3.395e-06
128	5.40167e-06	9.78312e-07	4.319e-06	6.689e-06
256	1.1637e-05	1.01079e-06	1.0611e-05	1.3012e-05
512	2.6823e-05	8.19987e-07	2.586e-05	2.7864e-05
1024	6.0713e-05	3.20646e-06	5.7836e-05	6.5187e-05
2048	0.000129625	3.13705e-06	0.000127219	0.000134056
4096	0.000272927	3.7552e-06	0.000267784	0.000276645
8192	0.000602817	2.82709e-05	0.000582784	0.000642798
16384	0.00131421	2.74111e-05	0.00128075	0.00134789
32768	0.00276005	2.47184e-05	0.00272874	0.00278917
65536	0.00599548	8.65545e-05	0.00587993	0.00608823
131072	0.0127748	4.35087e-05	0.0127223	0.0128288
262144	0.0270654	0.00014799	0.0268686	0.0272255
524288	0.0574518	0.000404529	0.0569861	0.0579724
1048576	0.126008	0	0.126008	0.126008
