n	mean	stddev	min	max
2	0.000892372	2.13253e-05	0.000876653	0.000922521
4	0.00105015	8.34866e-05	0.000932258	0.00111473
8	0.000925331	3.09759e-05	0.000900861	0.000969033
16	0.000910791	3.35086e-05	0.000884949	0.000958112
32	0.000903862	1.4075e-05	0.000888072	0.000922253
64	0.000934369	3.10387e-05	0.000905204	0.000977362
128	0.000982707	9.00262e-05	0.000918499	0.00111002
256	0.000902664	1.27652e-05	0.000893113	0.000920706
512	0.000899225	1.49878e-05	0.000878365	0.000912909
1024	0.000915565	3.45393e-05	0.000884158	0.000963667
2048	0.00100559	1.34171e-05	0.000991892	0.00102381
4096	0.00101544	8.57182e-06	0.00100345	0.00102299
8192	0.00114869	0.000135139	0.00103593	0.0013387
16384	0.00110805	1.89149e-05	0.00108825	0.00113353
32768	0.00135724	3.30098e-05	0.00133256	0.00140389
65536	0.00157884	4.79723e-06	0.00157268	0.00158438
131072	0.00220445	0.000104214	0.00211989	0.00235126
262144	0.00333721	3.31393e-05	0.00330749	0.00338346
524288	0.00551546	1.47815e-05	0.0055	0.00553538
1048576	0.00996757	9.76858e-05	0.00989661	0.0101057
2097152	0.0186088	0.000200039	0.0183976	0.0188774
4194304	0.0356754	9.02043e-05	0.0355693	0.0357898
8388608	0.0698204	0.000116874	0.0697212	0.0699845
16777216	0.137381	0	0.137381	0.137381
