n	mean	stddev	min	max
1024	2.91507e-05	3.00086e-07	2.8816e-05	2.9544e-05
2048	5.59087e-05	6.34886e-06	4.7484e-05	6.281e-05
4096	8.69983e-05	8.12845e-06	7.7821e-05	9.7582e-05
8192	0.000201324	1.78945e-05	0.000176036	0.000214816
16384	0.000339299	1.38378e-05	0.000325225	0.000358112
32768	0.000644091	4.6591e-06	0.000638818	0.000650149
65536	0.00124483	1.24293e-05	0.0012335	0.00126213
131072	0.00238874	1.79603e-05	0.00236358	0.00240434
262144	0.00479288	2.56364e-05	0.00477281	0.00482906
524288	0.00975005	0.00019929	0.00948528	0.00996609
1048576	0.0194545	0.000194954	0.0191788	0.0195925
2097152	0.0380018	4.31159e-05	0.0379408	0.0380329
4194304	0.0761134	0.000323114	0.075849	0.0765684
8388608	0.152007	0	0.152007	0.152007
