n	mean	stddev	min	max
2	0.0079443	0.000162182	0.00771649	0.00808126
4	0.0111462	0.000143297	0.0109959	0.0113391
8	0.0153345	0.00021072	0.0151472	0.0156289
16	0.0289546	8.89406e-05	0.0288737	0.0290784
32	0.0352277	0.000141519	0.0351262	0.0354278
64	0.0423021	3.24452e-05	0.0422653	0.0423442
128	0.0511041	7.77515e-05	0.0510129	0.0512029
256	0.0589236	0.000125808	0.0587463	0.059025
512	0.0663269	0.000836174	0.065161	0.067081
1024	0.0746951	0.000252155	0.0743563	0.0749609
2048	0.0845531	0.000202298	0.0843731	0.0848357
4096	0.0945214	0.000304136	0.0941717	0.0949131
8192	0.103663	0	0.103663	0.103663
