n	mean	stddev	min	max
2	4.98667e-07	1.86487e-07	3.44e-07	7.61e-07
4	4.61333e-07	8.57956e-08	3.66e-07	5.74e-07
8	5.36e-07	3.69955e-08	4.84e-07	5.67e-07
16	7.16e-07	2.01694e-07	5.51e-07	1e-06
32	9.74e-07	1.04855e-07	8.58e-07	1.112e-06
64	1.902e-06	3.70726e-07	1.501e-06	2.395e-06
128	4.10767e-06	7.7031e-07	3.253e-06	5.12e-06
256	1.08757e-05	1.10819e-06	9.571e-06	1.228e-05
512	3.0767e-05	7.52549e-06	2.4773e-05	4.138e-05
1024	5.9523e-05	9.75157e-07	5.8463e-05	6.0817e-05
2048	0.000130896	2.45201e-06	0.000128989	0.000134358
4096	0.000286757	6.56353e-06	0.000281011	0.000295943
8192	0.000611485	1.12737e-05	0.000603473	0.000627428
16384	0.00142171	0.000105116	0.00134615	0.00157036
32768	0.00288288	9.76061e-05	0.00278413	0.00301578
65536	0.00617393	0.000101846	0.00605306	0.0063022
131072	0.0130785	0.000143961	0.0129683	0.0132818
262144	0.0289469	0.000247719	0.0285969	0.0291355
524288	0.0618535	0.000130208	0.0616717	0.0619698
1048576	0.136129	0	0.136129	0.136129
