n	mean	stddev	min	max
2	5.5e-07	1.94455e-07	4.12e-07	8.25e-07
4	4.14e-07	9.02921e-08	3.39e-07	5.41e-07
8	6.25333e-07	9.67138e-08	5.19e-07	7.53e-07
16	9.30667e-07	1.84283e-07	7.9e-07	1.191e-06
32	1.363e-06	2.58713e-07	1.085e-06	1.708e-06
64	2.48033e-06	5.32638e-07	1.848e-06	3.151e-06
128	5.151e-06	1.1589e-06	3.923e-06	6.705e-06
256	1.15327e-05	1.82728e-06	9.65e-06	1.4007e-05
512	2.76777e-05	2.30741e-06	2.5074e-05	3.0683e-05
1024	6.9747e-05	1.75917e-06	6.8028e-05	7.2164e-05
2048	0.000188651	2.12625e-05	0.000169375	0.000218276
4096	0.000462822	3.331e-06	0.000459197	0.00046724
8192	0.00137968	1.49248e-05	0.00136849	0.00140077
16384	0.00676612	0.000212838	0.00648376	0.00699761
32768	0.0313483	0.000212998	0.0310584	0.0315641
65536	0.138873	0	0.138873	0.138873
