n	mean	stddev	min	max
1024	1.02467e-06	5.89871e-07	5.75e-07	1.858e-06
2048	1.26467e-06	3.85889e-07	9.74e-07	1.81e-06
4096	2.16867e-06	4.57027e-07	1.845e-06	2.815e-06
8192	7.28867e-06	4.12157e-06	3.525e-06	1.3025e-05
16384	1.43253e-05	5.47864e-06	6.804e-06	1.9697e-05
32768	1.6722e-05	3.87929e-06	1.3945e-05	2.2208e-05
65536	0.000104252	8.14402e-05	4.4265e-05	0.000219392
131072	9.064e-05	2.24775e-05	7.4703e-05	0.000122428
262144	0.000147715	1.23183e-05	0.000137285	0.000165014
524288	0.000285037	2.48964e-05	0.000250284	0.000307303
1048576	0.00046628	4.60197e-06	0.000460086	0.000471107
2097152	0.00102152	0.000121414	0.000935652	0.00119323
4194304	0.0019591	9.6322e-05	0.00185538	0.00208743
8388608	0.00374713	3.55473e-05	0.00370955	0.00379484
16777216	0.00757663	0.000179876	0.00743646	0.00783056
33554432	0.0155762	0.000465125	0.0149578	0.0160794
67108864	0.0328334	0.002212	0.0304808	0.0357953
134217728	0.0617279	0.00071785	0.0607969	0.062544
268435456	0.125985	0	0.125985	0.125985
