n	mean	stddev	min	max
1024	8.19e-07	3.07624e-07	5.96e-07	1.254e-06
2048	1.052e-06	3.1791e-08	1.008e-06	1.082e-06
4096	5.171e-06	4.67684e-06	1.841e-06	1.1785e-05
8192	6.85167e-06	4.71667e-06	3.496e-06	1.3522e-05
16384	9.86467e-06	4.53007e-06	6.624e-06	1.6271e-05
32768	2.4133e-05	8.9439e-07	2.3369e-05	2.5388e-05
65536	3.52947e-05	6.79605e-06	2.6065e-05	4.2231e-05
131072	7.4662e-05	2.16735e-06	7.1598e-05	7.6265e-05
262144	0.000124952	1.96927e-06	0.000122643	0.000127455
524288	0.000250216	2.1897e-05	0.000225207	0.000278536
1048576	0.000455796	7.56219e-06	0.000445803	0.000464092
2097152	0.000933227	2.68658e-05	0.000906821	0.000970088
4194304	0.00182609	2.27447e-05	0.00180956	0.00185825
8388608	0.00375507	0.000142492	0.00364724	0.00395642
16777216	0.00760288	0.000245042	0.00737787	0.00794363
33554432	0.0154866	0.000497561	0.0151071	0.0161895
67108864	0.0309697	0.000186607	0.0307966	0.0312287
134217728	0.0611077	0.000448527	0.0606207	0.0617032
268435456	0.123396	0	0.123396	0.123396
