n	mean	stddev	min	max
1024	5.85667e-07	5.56796e-08	5.26e-07	6.6e-07
2048	9.64e-07	5.12705e-08	9.05e-07	1.03e-06
4096	1.67633e-06	1.13235e-08	1.661e-06	1.688e-06
8192	3.168e-06	1.86726e-08	3.142e-06	3.185e-06
16384	6.16633e-06	3.81343e-08	6.125e-06	6.217e-06
32768	1.30753e-05	6.58927e-07	1.2535e-05	1.4003e-05
65536	2.4109e-05	2.54951e-08	2.4074e-05	2.4134e-05
131072	6.67843e-05	8.48612e-07	6.6156e-05	6.7984e-05
262144	0.000128907	1.92729e-05	0.000111926	0.000155861
524288	0.000246913	3.80783e-05	0.000216864	0.000300638
1048576	0.000399504	2.64861e-06	0.000397105	0.000403195
2097152	0.000888099	5.51587e-05	0.000845245	0.000965974
4194304	0.00175738	8.61467e-05	0.00169146	0.00187907
8388608	0.00350101	0.000107824	0.00339116	0.00364752
16777216	0.00687305	0.000151006	0.00666064	0.00699837
33554432	0.0136194	5.09488e-05	0.0135794	0.0136913
67108864	0.0267566	0.000185407	0.026546	0.0269972
134217728	0.0541254	0.000414883	0.0536309	0.0546462
268435456	0.106772	0	0.106772	0.106772
