n	mean	stddev	min	max
1024	5.74533e-06	7.06261e-06	5.64e-07	1.5731e-05
2048	8.75333e-07	4.93851e-08	8.07e-07	9.22e-07
4096	1.49567e-06	3.1436e-08	1.457e-06	1.534e-06
8192	9.314e-06	4.55547e-06	2.872e-06	1.2598e-05
16384	1.25753e-05	5.24956e-06	5.267e-06	1.736e-05
32768	2.01697e-05	2.84396e-07	1.9797e-05	2.0487e-05
65536	2.01003e-05	5.17966e-08	2.0056e-05	2.0173e-05
131072	6.1822e-05	2.95025e-06	5.9647e-05	6.5993e-05
262144	9.831e-05	4.23955e-07	9.7736e-05	9.8747e-05
524288	0.000188108	1.09684e-05	0.000175056	0.000201893
1048576	0.000410473	8.41827e-05	0.000348431	0.000529489
2097152	0.000755279	7.55042e-06	0.000748582	0.00076583
4194304	0.00160991	2.56799e-05	0.00158346	0.00164469
8388608	0.00338935	9.25363e-05	0.00328334	0.00350881
16777216	0.00668124	9.51703e-05	0.00659913	0.00681465
33554432	0.0137376	0.000266343	0.013361	0.0139322
67108864	0.0266589	0.000126288	0.0265554	0.0268367
134217728	0.0534589	0.000190401	0.0531944	0.0536349
268435456	0.107485	0	0.107485	0.107485
