n	mean	stddev	min	max
2	4.75333e-07	1.32842e-07	3.74e-07	6.63e-07
4	4.36667e-07	5.87329e-08	3.86e-07	5.19e-07
8	5.51333e-07	7.79587e-08	4.67e-07	6.55e-07
16	7.75e-07	1.27195e-07	6.29e-07	9.39e-07
32	1.39933e-06	1.7438e-07	1.189e-06	1.616e-06
64	2.32033e-06	4.81809e-07	1.761e-06	2.937e-06
128	4.687e-06	1.17528e-06	3.468e-06	6.275e-06
256	1.0846e-05	1.62316e-06	8.944e-06	1.291e-05
512	2.82107e-05	2.32824e-06	2.4929e-05	3.0084e-05
1024	5.92697e-05	8.95621e-07	5.8212e-05	6.0402e-05
2048	0.000147807	2.56586e-05	0.000129234	0.00018409
4096	0.000284755	4.38995e-06	0.000280287	0.000290722
8192	0.000602137	1.24623e-06	0.000600465	0.000603456
16384	0.00134942	2.42915e-05	0.00132759	0.00138331
32768	0.0029212	4.00121e-05	0.0028648	0.00295337
65536	0.006218	0.000172985	0.00606716	0.00646021
131072	0.0133415	0.000257591	0.0129777	0.0135394
262144	0.0286587	0.000279984	0.0282718	0.028925
524288	0.0621818	0.000427393	0.0615934	0.0625958
1048576	0.135459	0	0.135459	0.135459
