2	0.012169	5.99712e-06	0.0121582	0.0121749
4	0.0232692	4.94036e-05	0.0231805	0.0233213
8	0.0194251	3.7824e-05	0.0193915	0.0194954
16	0.0305402	1.29168e-05	0.030523	0.0305627
32	0.0343828	2.659e-05	0.0343594	0.0344328
64	0.0455925	2.73732e-05	0.0455719	0.0456465
128	0.0528851	2.2271e-05	0.0528518	0.0529214
256	0.0592671	1.61328e-05	0.0592477	0.059286
512	0.0682107	4.40931e-05	0.0681479	0.068269
1024	0.0749414	2.10566e-05	0.0749086	0.0749689
2048	0.083689	4.9236e-05	0.0836101	0.0837535
4096	0.092933	2.51956e-05	0.0928981	0.0929765
8192	0.102515	3.69985e-05	0.102474	0.102569
16384	0.111859	2.68331e-05	0.111829	0.111891
32768	0.124087	5.14718e-05	0.124021	0.124154
65536	0.131975	4.14015e-05	0.131913	0.13204
131072	0.14738	4.48836e-05	0.147307	0.147447
262144	0.162587	4.67595e-05	0.162498	0.162635
524288	0.16827	5.30114e-05	0.168179	0.168326
1048576	0.167969	5.71166e-05	0.167897	0.168071
2097152	0.166438	6.22032e-05	0.166364	0.166523
4194304	0.172527	7.19524e-05	0.172452	0.172649
