2	3.08e-07	1.14054e-07	2.3e-07	5.35e-07
4	2.88e-07	3.85175e-08	2.68e-07	3.65e-07
8	2.964e-07	5.76111e-08	2.15e-07	3.88e-07
16	3.956e-07	1.20367e-07	2.72e-07	6.18e-07
32	6.98e-07	1.99668e-07	5.42e-07	1.09e-06
64	1.3112e-06	5.20645e-07	8.41e-07	2.2e-06
128	3.297e-06	1.14392e-06	2.186e-06	5.318e-06
256	9.0328e-06	1.34155e-06	7.349e-06	1.1197e-05
512	2.35384e-05	1.79074e-06	2.1536e-05	2.645e-05
1024	5.51526e-05	1.83673e-06	5.3566e-05	5.8617e-05
2048	0.000125274	2.04777e-06	0.00012324	0.000128939
4096	0.00028944	2.80643e-06	0.00028613	0.000294177
8192	0.000652871	3.12168e-06	0.000647158	0.000656624
16384	0.00143326	3.11617e-06	0.00142983	0.00143739
32768	0.00323698	5.43288e-06	0.0032287	0.00324579
65536	0.00754729	1.92468e-05	0.00753386	0.00758534
131072	0.0155451	1.34327e-05	0.0155325	0.015568
262144	0.0359206	4.21669e-05	0.035857	0.0359858
524288	0.0792817	2.49439e-05	0.0792407	0.0793189
1048576	0.178846	0.000119962	0.178712	0.17901
2097152	0.388206	0.000141859	0.388	0.388445
4194304	0.898597	0.000202518	0.898473	0.898999
8388608	1.99185	0.00990972	1.98194	2.00176
