2	0.0370739	7.18444e-05	0.0370256	0.0372159
4	0.0379245	5.06482e-06	0.0379158	0.0379307
8	0.038053	1.22463e-05	0.0380423	0.0380747
16	0.0385252	5.83981e-05	0.0384937	0.0386419
32	0.0391411	2.78769e-06	0.0391389	0.0391465
64	0.0394072	1.90479e-06	0.0394039	0.0394097
128	0.040199	1.09586e-05	0.0401828	0.0402173
256	0.0406833	2.75437e-06	0.0406803	0.0406873
512	0.0412336	8.42363e-05	0.0411753	0.0413986
1024	0.0417172	8.64297e-05	0.0416706	0.0418899
2048	0.0422607	7.87913e-06	0.0422521	0.042275
4096	0.0429797	9.12683e-06	0.0429675	0.0429934
8192	0.0440446	5.14147e-06	0.0440345	0.0440484
16384	0.0456946	1.6138e-05	0.0456712	0.0457216
32768	0.0485459	9.97164e-06	0.0485295	0.0485599
65536	0.0538487	2.24181e-05	0.0538336	0.053893
131072	0.062996	1.24855e-05	0.0629802	0.0630145
262144	0.0772112	7.20181e-05	0.0771278	0.0773144
524288	0.0950852	3.57864e-05	0.0950507	0.0951472
1048576	0.109849	4.77905e-05	0.109801	0.10993
2097152	0.114771	1.48776e-05	0.114758	0.114799
4194304	0.114947	7.65391e-05	0.114874	0.115094
