2	3.248e-07	1.03797e-07	2.64e-07	5.32e-07
4	3.054e-07	7.73682e-08	2.15e-07	4.49e-07
8	3.654e-07	8.68691e-08	2.7e-07	5.22e-07
16	5.168e-07	1.77202e-07	3.48e-07	8.5e-07
32	8.75e-07	3.26498e-07	6.15e-07	1.49e-06
64	1.8044e-06	6.98033e-07	1.21e-06	3.081e-06
128	4.355e-06	1.29561e-06	2.905e-06	6.496e-06
256	1.01478e-05	2.21048e-06	7.548e-06	1.3673e-05
512	2.71482e-05	1.7771e-06	2.5167e-05	3.0263e-05
1024	6.3543e-05	2.49379e-06	6.073e-05	6.7753e-05
2048	0.000138031	3.17337e-06	0.000134446	0.000143778
4096	0.000296328	3.70484e-06	0.000293576	0.000303511
8192	0.000639389	4.18757e-06	0.000634486	0.000645984
16384	0.001374	8.87606e-06	0.00136511	0.00138948
32768	0.00295862	4.07574e-06	0.00295166	0.00296249
65536	0.00632067	1.43263e-05	0.00629839	0.00633789
131072	0.013742	2.38088e-05	0.0137109	0.0137742
262144	0.0300032	1.61433e-05	0.029976	0.0300199
524288	0.0653407	4.28834e-05	0.0652737	0.0653949
1048576	0.13805	9.33579e-05	0.137929	0.138194
2097152	0.293758	0.000163353	0.293548	0.294022
4194304	0.635933	0.00026333	0.635623	0.636277
8388608	1.39304	0.00693055	1.38611	1.39997
