2	3.294e-07	9.72041e-08	2.57e-07	5.11e-07
4	2.748e-07	6.0347e-08	2.07e-07	3.85e-07
8	3.472e-07	4.11796e-08	3.1e-07	4e-07
16	4.562e-07	5.08386e-08	4.07e-07	5.37e-07
32	6.322e-07	4.80225e-08	5.89e-07	7.18e-07
64	1.173e-06	6.8574e-08	1.094e-06	1.275e-06
128	2.7692e-06	4.80216e-07	2.26e-06	3.577e-06
256	7.2166e-06	1.50106e-06	5.475e-06	9.629e-06
512	2.53004e-05	2.42479e-06	2.2059e-05	2.8348e-05
1024	6.29104e-05	1.27579e-06	6.1555e-05	6.5021e-05
2048	0.000146616	1.80386e-05	0.000135642	0.000182562
4096	0.000295681	4.63457e-06	0.000291993	0.000304711
8192	0.000639672	6.4342e-06	0.000635533	0.000652467
16384	0.00137542	7.51991e-06	0.00136719	0.0013864
32768	0.00295675	1.10544e-05	0.00294071	0.00296984
65536	0.00633071	1.07206e-05	0.00632093	0.0063464
131072	0.0137484	1.1567e-05	0.0137314	0.0137649
262144	0.0299766	3.91255e-05	0.0299114	0.0300303
524288	0.0641083	6.03258e-05	0.0640287	0.0641874
1048576	0.138072	6.2223e-05	0.137973	0.138139
2097152	0.293734	0.000213639	0.29347	0.294103
4194304	0.635718	0.000156597	0.635482	0.635893
8388608	1.41174	0.00702359	1.40472	1.41877
