2	3.788e-07	1.53679e-07	2.97e-07	6.86e-07
4	3.264e-07	3.96212e-08	2.98e-07	4.05e-07
8	3.64e-07	6.24756e-08	3.2e-07	4.83e-07
16	4.748e-07	1.37163e-07	3.38e-07	7.22e-07
32	8.15e-07	2.361e-07	5.7e-07	1.228e-06
64	1.5628e-06	4.1934e-07	1.161e-06	2.266e-06
128	3.5272e-06	9.66238e-07	2.398e-06	5.045e-06
256	1.00038e-05	1.15265e-06	8.584e-06	1.1683e-05
512	2.59692e-05	4.3565e-07	2.5421e-05	2.6641e-05
1024	6.0695e-05	7.88474e-07	5.9751e-05	6.2107e-05
2048	0.000137438	2.81438e-06	0.000134883	0.000142748
4096	0.000306103	1.44273e-06	0.000304458	0.000307895
8192	0.000674816	4.30009e-06	0.000671678	0.000683242
16384	0.00147891	4.04106e-06	0.00147518	0.0014849
32768	0.00323075	2.94342e-06	0.00322598	0.00323331
65536	0.00702424	3.55806e-06	0.00701996	0.00703062
131072	0.0149824	9.15926e-06	0.0149677	0.0149954
262144	0.0322375	6.81814e-06	0.0322295	0.0322483
524288	0.0689842	5.76299e-06	0.0689761	0.0689906
1048576	0.14733	4.50096e-05	0.147258	0.147385
2097152	0.309566	0.000131191	0.309423	0.309786
4194304	0.656386	0.000219903	0.656025	0.656672
8388608	1.39533	0.00694192	1.38838	1.40227
