2	4.904e-07	5.29899e-07	1.93e-07	1.549e-06
4	2.706e-07	3.82131e-08	2.07e-07	3.23e-07
8	3.318e-07	2.22207e-08	2.94e-07	3.62e-07
16	4.534e-07	5.64645e-08	3.75e-07	5.35e-07
32	9.904e-07	2.8345e-08	9.34e-07	1.009e-06
64	2.7382e-06	1.65578e-08	2.711e-06	2.753e-06
128	9.626e-06	2.96715e-08	9.588e-06	9.654e-06
256	3.70248e-05	1.02609e-07	3.6903e-05	3.7183e-05
512	0.000148168	3.58502e-06	0.000146285	0.000155337
1024	0.000583825	6.09435e-07	0.000583152	0.000584938
2048	0.00233734	2.99269e-06	0.00233309	0.00234076
4096	0.00934137	2.78274e-06	0.00933764	0.00934558
8192	0.0373474	1.59551e-06	0.0373451	0.0373497
16384	0.149416	2.16836e-05	0.149389	0.149453
32768	0.597574	3.5035e-05	0.597528	0.597626
65536	2.40255	0.011953	2.39059	2.4145
