1024	9.734e-07	1.13373e-07	8.88e-07	1.194e-06
2048	1.6258e-06	5.24687e-08	1.574e-06	1.7e-06
4096	2.9888e-06	3.76053e-08	2.925e-06	3.031e-06
8192	5.7482e-06	4.12863e-08	5.691e-06	5.808e-06
16384	1.11662e-05	2.72793e-08	1.1144e-05	1.1219e-05
32768	2.21114e-05	8.93367e-08	2.2023e-05	2.2276e-05
65536	4.41856e-05	4.80405e-07	4.3904e-05	4.5145e-05
131072	8.73386e-05	5.61484e-08	8.726e-05	8.7427e-05
262144	0.000174077	4.56567e-07	0.000173762	0.000174977
524288	0.000348793	1.15449e-07	0.000348586	0.000348924
1048576	0.000696473	3.58475e-06	0.000694179	0.00070356
2097152	0.00139194	4.23079e-06	0.00138549	0.00139618
4194304	0.00277495	3.3787e-06	0.00277028	0.00277831
8388608	0.0056905	1.08966e-05	0.00567944	0.00570779
16777216	0.0114055	5.20336e-06	0.0113984	0.0114131
33554432	0.0228005	1.14699e-05	0.022782	0.0228149
67108864	0.0455892	8.68147e-06	0.0455751	0.045599
134217728	0.0911819	8.71555e-06	0.0911723	0.0911964
268435456	0.182395	5.24017e-05	0.182332	0.182454
536870912	0.364681	6.14587e-05	0.364631	0.364793
1073741824	0.729634	0.000355455	0.729356	0.730238
