2	0.00301536	1.82287e-06	0.00301334	0.00301766
4	0.00566523	4.41739e-06	0.00566056	0.0056709
8	0.00708286	8.29052e-06	0.0070772	0.00709933
16	0.00847421	7.53202e-07	0.00847293	0.00847509
32	0.0106884	6.03272e-06	0.0106841	0.0107002
64	0.0124729	3.12594e-06	0.0124682	0.0124779
128	0.0143969	6.59403e-06	0.0143869	0.0144067
256	0.0155225	4.60963e-06	0.015516	0.0155278
512	0.0182063	1.07548e-05	0.0181955	0.0182262
1024	0.0197034	4.70314e-06	0.0197	0.0197127
2048	0.0228055	4.53363e-06	0.022803	0.0228146
4096	0.0252362	3.53686e-06	0.0252313	0.0252408
8192	0.0285545	4.45213e-06	0.0285505	0.0285616
16384	0.0332736	2.83034e-06	0.0332695	0.0332765
32768	0.0381848	6.7979e-06	0.0381723	0.0381922
65536	0.0447769	1.68505e-05	0.0447642	0.0448101
131072	0.0561678	2.79277e-05	0.0561306	0.0562143
262144	0.0738591	1.45324e-05	0.0738396	0.073882
524288	0.0934204	3.29011e-05	0.0933727	0.0934639
1048576	0.107676	4.63244e-05	0.107608	0.107728
2097152	0.112363	2.03165e-05	0.112331	0.112382
4194304	0.112475	0.000101364	0.11234	0.112631
