1024	2.53144e-05	2.98434e-07	2.5053e-05	2.5899e-05
2048	5.09874e-05	1.91436e-07	5.0777e-05	5.134e-05
4096	0.000101143	2.51505e-07	0.000100927	0.000101635
8192	0.000201994	2.22935e-07	0.000201777	0.000202397
16384	0.000403773	1.21675e-06	0.000401349	0.000404503
32768	0.000812552	3.89724e-06	0.000809749	0.000820085
65536	0.00161705	6.36398e-06	0.00160479	0.00162296
131072	0.00322811	1.61798e-05	0.00320581	0.00324642
262144	0.00645768	1.68162e-05	0.00643913	0.00648898
524288	0.0128961	1.91486e-05	0.0128708	0.0129186
1048576	0.0257786	4.34163e-05	0.0257128	0.0258464
2097152	0.0516228	2.91199e-05	0.0515916	0.0516744
4194304	0.10328	0.000170188	0.103083	0.103593
8388608	0.206312	0.000214074	0.206105	0.206664
16777216	0.412518	7.48488e-05	0.412419	0.41264
33554432	0.824988	0.000172369	0.824784	0.825254
67108864	1.65806	0.00824905	1.64981	1.66631
