n	mean	stddev	min	max
1024	2.046e-06	2.60845e-08	2.014e-06	2.083e-06
2048	3.8556e-06	2.37537e-08	3.834e-06	3.898e-06
4096	7.492e-06	3.1209e-08	7.448e-06	7.522e-06
8192	1.47474e-05	2.95608e-08	1.4709e-05	1.4793e-05
16384	2.92288e-05	1.81373e-08	2.9199e-05	2.9251e-05
32768	5.82676e-05	5.66837e-08	5.8184e-05	5.8361e-05
65536	0.000116307	5.64035e-08	0.000116205	0.000116373
131072	0.000232249	4.62878e-08	0.000232175	0.000232314
262144	0.000464383	6.0186e-07	0.000463999	0.00046558
524288	0.000932447	4.04536e-06	0.000929601	0.000940311
1048576	0.00186091	4.70048e-06	0.0018566	0.0018673
2097152	0.00371971	2.40976e-06	0.00371558	0.00372234
4194304	0.00743624	3.42356e-06	0.00742948	0.00743889
8388608	0.0149292	1.58883e-05	0.0149079	0.0149565
16777216	0.02984	6.50696e-06	0.0298287	0.0298469
33554432	0.0596628	7.0161e-06	0.0596493	0.0596696
67108864	0.119336	3.05908e-05	0.119301	0.119389
134217728	0.238657	2.06333e-05	0.238639	0.238697
268435456	0.47734	5.09048e-05	0.477292	0.477432
536870912	0.954646	3.8276e-05	0.954599	0.954715
1073741824	1.90923	0	1.90923	1.90923
