2	0.0123595	9.65516e-06	0.0123472	0.0123763
4	0.0123696	8.52266e-06	0.0123613	0.0123854
8	0.0123439	1.26256e-05	0.0123307	0.0123671
16	0.0123334	1.97101e-06	0.0123305	0.0123365
32	0.0123458	9.34297e-06	0.0123376	0.0123628
64	0.0123884	7.82618e-06	0.0123777	0.0123975
128	0.0123588	3.64668e-06	0.0123551	0.0123653
256	0.0125014	1.29397e-05	0.0124784	0.0125158
512	0.0127515	7.57374e-06	0.012741	0.012762
1024	0.0127197	7.32802e-05	0.0126472	0.0128208
2048	0.0130661	2.16048e-05	0.0130393	0.0130893
4096	0.013854	2.51211e-05	0.0138147	0.0138862
8192	0.0152659	2.17247e-05	0.0152376	0.0152962
16384	0.0177914	3.88971e-06	0.0177867	0.0177977
32768	0.0220327	9.96017e-06	0.02202	0.0220465
65536	0.0273455	8.33591e-05	0.0272965	0.0275119
131072	0.035328	0.000272443	0.0350656	0.0358557
262144	0.0472649	5.2427e-05	0.0471643	0.0473177
524288	0.0627128	3.4333e-05	0.0626804	0.0627782
1048576	0.0719583	0.000426888	0.0711583	0.0722595
2097152	0.0736227	0.000471538	0.0727058	0.0739468
4194304	0.0726898	0.000306126	0.072139	0.0730836
