n	mean	stddev	min	max
1024	2.10633e-06	1.56008e-06	9.58e-07	4.312e-06
2048	2.23e-06	7.3404e-07	1.655e-06	3.266e-06
4096	3.91e-06	1.1009e-06	3.086e-06	5.466e-06
8192	7.22533e-06	1.79823e-06	5.914e-06	9.768e-06
16384	1.38937e-05	3.33222e-06	1.1506e-05	1.8606e-05
32768	2.91413e-05	8.76365e-06	2.2931e-05	4.1535e-05
65536	5.35383e-05	1.1269e-05	4.5508e-05	6.9475e-05
131072	0.000103596	1.83931e-05	9.0537e-05	0.000129608
262144	0.000204768	2.3776e-05	0.000183301	0.000237914
524288	0.000405738	4.98551e-05	0.000364561	0.000475891
1048576	0.000799685	9.23117e-05	0.000733929	0.000930232
2097152	0.00160839	0.000180466	0.00146428	0.00186286
4194304	0.00329488	0.00019501	0.0031391	0.00356986
8388608	0.00645747	1.26727e-05	0.00644139	0.00647236
16777216	0.013008	2.26645e-05	0.0129811	0.0130366
33554432	0.0260139	4.40744e-05	0.0259826	0.0260762
67108864	0.0516325	1.34736e-05	0.0516223	0.0516516
134217728	0.103679	9.15313e-05	0.10357	0.103794
268435456	0.207911	0.000500078	0.207236	0.20843
536870912	0.41869	0.000813622	0.418096	0.419841
1073741824	0.85823	0.00421968	0.852269	0.861457
