n	mean	stddev	min	max
1024	2.24067e-06	1.26295e-06	1.043e-06	3.987e-06
2048	1.78833e-06	4.76399e-08	1.734e-06	1.85e-06
4096	3.19133e-06	6.26968e-08	3.147e-06	3.28e-06
8192	5.96667e-06	7.75987e-08	5.878e-06	6.067e-06
16384	1.25467e-05	1.39899e-06	1.1537e-05	1.4525e-05
32768	2.2848e-05	8.80606e-08	2.2776e-05	2.2972e-05
65536	4.56583e-05	3.67907e-08	4.5612e-05	4.5702e-05
131072	9.10717e-05	5.5196e-07	9.0613e-05	9.1848e-05
262144	0.000181255	7.77333e-07	0.000180582	0.000182344
524288	0.000371669	7.79331e-07	0.000370622	0.000372491
1048576	0.000738433	8.27162e-07	0.000737611	0.000739565
2097152	0.00147219	4.18302e-06	0.00146635	0.00147592
4194304	0.00313607	2.92554e-06	0.00313229	0.00313942
8388608	0.00644907	6.79239e-06	0.0064414	0.00645791
16777216	0.0129685	8.81342e-06	0.0129563	0.0129769
33554432	0.0258038	6.04566e-06	0.0257966	0.0258114
67108864	0.0515543	4.53369e-05	0.051516	0.051618
134217728	0.105141	0.00107042	0.103748	0.10635
268435456	0.208535	0.00141009	0.207205	0.210487
536870912	0.417208	0.000513109	0.416484	0.417612
1073741824	0.853067	0.00183153	0.850973	0.855435
